id,compound,formula
LMGP01010740,1-octadecanoyl-2-tetradecanoyl-sn-glycero-3-phosphocholine,C40H80NO8P
LMGP01010741,1-octadecanoyl-2-pentadecanoyl-sn-glycero-3-phosphocholine,C41H82NO8P
LMGP01010742,1-octadecanoyl-2-hexadecanoyl-sn-glycero-3-phosphocholine,C42H84NO8P
LMGP01010743,1-octadecanoyl-2-hexadecanoyl-sn-glycero-3-phosphocholine,C42H84NO8P
LMGP01010744,1-octadecanoyl-2-(9Z-hexadecenoyl)-sn-glycero-3-phosphocholine,C42H82NO8P
LMGP01010745,1-octadecanoyl-2-(2E_4E-hexadecadienoyl)-sn-glycero-3-phosphocholine,C42H80NO8P
LMGP01010746,1-octadecanoyl-2-heptadecanoyl-sn-glycero-3-phosphocholine,C43H86NO8P
LMGP01010747,2_3-dioctadecanoyl-sn-glycero-1-phosphocholine,C44H88NO8P
LMGP01010748,1-octadecanoyl-2-octadecanoyl-sn-glycero-3-phosphocholine,C44H88NO8P
LMGP01010749,1-octadecanoyl-2-(11E-octadecenoyl)-sn-glycero-3-phosphocholine,C44H86NO8P
LMGP01010750,1-octadecanoyl-2-(11Z-octadecenoyl)-sn-glycero-3-phosphocholine,C44H86NO8P
LMGP01010751,1-octadecanoyl-2-(12Z-octadecenoyl)-sn-glycero-3-phosphocholine,C44H86NO8P
LMGP01010752,1-octadecanoyl-2-(12Z-octadecenoyl)-sn-glycero-3-phosphocholine,C44H86NO8P
LMGP01010753,1-octadecanoyl-2-(13Z-octadecenoyl)-sn-glycero-3-phosphocholine,C44H86NO8P
LMGP01010754,1-octadecanoyl-2-(16Z-octadecenoyl)-sn-glycero-3-phosphocholine,C44H86NO8P
LMGP01010755,1-octadecanoyl-2-(16Z-octadecenoyl)-sn-glycero-3-phosphocholine,C44H86NO8P
LMGP01010756,1-octadecanoyl-2-(6Z-octadecenoyl)-sn-glycero-3-phosphocholine,C44H86NO8P
LMGP01010757,1-octadecanoyl-2-(6Z-octadecenoyl)-sn-glycero-3-phosphocholine,C44H86NO8P
LMGP01010758,1-octadecanoyl-2-(7Z-octadecenoyl)-sn-glycero-3-phosphocholine,C44H86NO8P
LMGP01010759,1-octadecanoyl-2-(9E-octadecenoyl)-sn-glycero-3-phosphocholine,C44H86NO8P
LMGP01010760,1-octadecanoyl-2-(9E-octadecenoyl)-sn-glycero-3-phosphocholine,C44H86NO8P
LMGP01010761,1-octadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine,C44H86NO8P
LMGP01010762,2-(9Z-octadecenoyl)-3-octadecanoyl-sn-glycero-1-phosphocholine,C44H86NO8P
LMGP01010763,1-octadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine,C44H86NO8P
LMGP01010764,1-octadecanoyl-2-(10Z_12Z-octadecadienoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010765,1-octadecanoyl-2-(2E_4E-octadecadienoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010766,1-octadecanoyl-2-(6Z_9Z-octadecadienoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010767,1-octadecanoyl-2-(6Z_9Z-octadecadienoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010768,1-octadecanoyl-2-(9Z_12Z-octadecadienoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010769,1-octadecanoyl-2-(9Z_12Z-octadecadienoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010770,1-octadecanoyl-2-(6Z_9Z_12Z-octadecatrienoyl)-sn-glycero-3-phosphocholine,C44H82NO8P
LMGP01010771,1-octadecanoyl-2-(9Z_12Z_15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine,C44H82NO8P
LMGP01010772,1-octadecanoyl-2-(5Z_8Z_11Z_14Z-octadecatetraenoyl)-sn-glycero-3-phosphocholine,C44H80NO8P
LMGP01010773,1-octadecanoyl-2-(6Z_9Z_12Z_15Z-octadecatetraenoyl)-sn-glycero-3-phosphocholine,C44H80NO8P
LMGP01010774,1-octadecanoyl-2-(9E_11E_13E_15E-octadecatetraenoyl)-sn-glycero-3-phosphocholine,C44H80NO8P
LMGP01010775,1-octadecanoyl-2-(9E_11E_13E_15E-octadecatetraenoyl)-sn-glycero-3-phosphocholine,C44H80NO8P
LMGP01010776,1-octadecanoyl-2-(9E_11E_13Z_15Z-octadecatetraenoyl)-sn-glycero-3-phosphocholine,C44H80NO8P
LMGP01010777,1-octadecanoyl-2-nonadecanoyl-sn-glycero-3-phosphocholine,C45H90NO8P
LMGP01010778,1-octadecanoyl-2-(9Z_12Z_15Z-nonadecatrienoyl)-sn-glycero-3-phosphocholine,C45H84NO8P
LMGP01010779,1-octadecanoyl-2-acetyl-sn-glycero-3-phosphocholine,C28H56NO8P
LMGP01010780,1-octadecanoyl-2-acetyl-sn-glycero-3-phosphocholine,C28H56NO8P
LMGP01010781,1-octadecanoyl-2-eicosanoyl-sn-glycero-3-phosphocholine,C46H92NO8P
LMGP01010782,1-octadecanoyl-2-eicosanoyl-sn-glycero-3-phosphocholine,C46H92NO8P
LMGP01010783,1-octadecanoyl-2-(11Z-eicosenoyl)-sn-glycero-3-phosphocholine,C46H90NO8P
LMGP01010784,1-octadecanoyl-2-(13Z-eicosenoyl)-sn-glycero-3-phosphocholine,C46H90NO8P
LMGP01010785,1-octadecanoyl-2-(14Z-eicosenoyl)-sn-glycero-3-phosphocholine,C46H90NO8P
LMGP01010786,1-octadecanoyl-2-(5Z-eicosenoyl)-sn-glycero-3-phosphocholine,C46H90NO8P
LMGP01010787,1-octadecanoyl-2-(8Z-eicosenoyl)-sn-glycero-3-phosphocholine,C46H90NO8P
LMGP01010788,1-octadecanoyl-2-(11Z_14Z-eicosadienoyl)-sn-glycero-3-phosphocholine,C46H88NO8P
LMGP01010789,1-octadecanoyl-2-(5Z_11Z-eicosadienoyl)-sn-glycero-3-phosphocholine,C46H88NO8P
LMGP01010790,1-octadecanoyl-2-(5Z_14Z-eicosadienoyl)-sn-glycero-3-phosphocholine,C46H88NO8P
LMGP01010791,1-octadecanoyl-2-(5Z_8Z-eicosadienoyl)-sn-glycero-3-phosphocholine,C46H88NO8P
LMGP01010792,1-octadecanoyl-2-(8Z_11Z-eicosadienoyl)-sn-glycero-3-phosphocholine,C46H88NO8P
LMGP01010793,1-octadecanoyl-2-(8Z_14Z-eicosadienoyl)-sn-glycero-3-phosphocholine,C46H88NO8P
LMGP01010794,1-octadecanoyl-2-(5E_8E_11E-eicosatrienoyl)-sn-glycero-3-phosphocholine,C46H86NO8P
LMGP01010795,1-octadecanoyl-2-(5Z_11Z_14Z-eicosatrienoyl)-sn-glycero-3-phosphocholine,C46H86NO8P
LMGP01010796,1-octadecanoyl-2-(5Z_8Z_11Z-eicosatrienoyl)-sn-glycero-3-phosphocholine,C46H86NO8P
LMGP01010797,1-octadecanoyl-2-(5Z_8Z_11Z-eicosatrienoyl)-sn-glycero-3-phosphocholine,C46H86NO8P
LMGP01010798,1-octadecanoyl-2-(5Z_8Z_14Z-eicosatrienoyl)-sn-glycero-3-phosphocholine,C46H86NO8P
LMGP01010799,1-octadecanoyl-2-(8Z_11Z_14Z-eicosatrienoyl)-sn-glycero-3-phosphocholine,C46H86NO8P
LMGP01010800,1-octadecanoyl-2-(8Z_11Z_14Z-eicosatrienoyl)-sn-glycero-3-phosphocholine,C46H86NO8P
LMGP01010801,1-octadecanoyl-2-(5E_8E_11E_14E-eicosatetraenoyl)-sn-glycero-3-phosphocholine,C46H84NO8P
LMGP01010802,1-octadecanoyl-2-(5Z_8Z_11Z_14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine,C46H84NO8P
LMGP01010803,1-octadecanoyl-2-(5Z_8Z_11Z_14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine,C46H84NO8P
LMGP01010804,1-octadecanoyl-2-(8Z_10Z_12Z_14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine,C46H84NO8P
LMGP01010805,1-octadecanoyl-2-(5Z_8Z_11Z_14Z_17Z-eicosapentaenoyl)-sn-glycero-3-phosphocholine,C46H82NO8P
LMGP01010806,1-octadecanoyl-2-(5Z_8Z_11Z_14Z_17Z-eicosapentaenoyl)-sn-glycero-3-phosphocholine,C46H82NO8P
LMGP01010807,1-octadecanoyl-2-(9Z_11Z_13Z_15Z_17Z-eicosapentaenoyl)-sn-glycero-3-phosphocholine,C46H82NO8P
LMGP01010808,1-octadecanoyl-2-heneicosanoyl-sn-glycero-3-phosphocholine,C47H94NO8P
LMGP01010809,1-octadecanoyl-2-docosanoyl-sn-glycero-3-phosphocholine,C48H96NO8P
LMGP01010810,1-octadecanoyl-2-docosanoyl-sn-glycero-3-phosphocholine,C48H96NO8P
LMGP01010811,1-octadecanoyl-2-(13Z-docosenoyl)-sn-glycero-3-phosphocholine,C48H94NO8P
LMGP01010812,1-octadecanoyl-2-(10Z_13Z_16Z-docosatrienoyl)-sn-glycero-3-phosphocholine,C48H90NO8P
LMGP01010813,1-octadecanoyl-2-(7Z_10Z_13Z_16Z-docosatetraenoyl)-sn-glycero-3-phosphocholine,C48H88NO8P
LMGP01010814,1-octadecanoyl-2-(7Z_10Z_13Z_16Z-docosatetraenoyl)-sn-glycero-3-phosphocholine,C48H88NO8P
LMGP01010815,1-octadecanoyl-2-(4E_7E_10E_13E_16E-docosapentaenoyl)-sn-glycero-3-phosphocholine,C48H86NO8P
LMGP01010816,1-octadecanoyl-2-(4Z_7Z_10Z_13Z_16Z-docosapentaenoyl)-sn-glycero-3-phosphocholine,C48H86NO8P
LMGP01010817,1-octadecanoyl-2-(4Z_7Z_10Z_13Z_16Z-docosapentaenoyl)-sn-glycero-3-phosphocholine,C48H86NO8P
LMGP01010818,1-octadecanoyl-2-(7Z_10Z_13Z_16Z_19Z-docosapentaenoyl)-sn-glycero-3-phosphocholine,C48H86NO8P
LMGP01010819,1-octadecanoyl-2-(7Z_10Z_13Z_16Z_19Z-docosapentaenoyl)-sn-glycero-3-phosphocholine,C48H86NO8P
LMGP01010820,1-octadecanoyl-2-(4E_7E_10E_13E_16E_19E-docosahexaenoyl)-sn-glycero-3-phosphocholine,C48H84NO8P
LMGP01010821,1-octadecanoyl-2-(4Z_7Z_10Z_13Z_16Z_19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine,C48H84NO8P
LMGP01010822,1-octadecanoyl-2-(4Z_7Z_10Z_13Z_16Z_19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine,C48H84NO8P
LMGP01010823,1-octadecanoyl-2-(9Z_11Z_13Z_15Z_17Z_19-docosahexaenoyl)-sn-glycero-3-phosphocholine,C48H84NO8P
LMGP01010824,1-octadecanoyl-2-tricosanoyl-sn-glycero-3-phosphocholine,C49H98NO8P
LMGP01010825,1-octadecanoyl-2-tetracosanoyl-sn-glycero-3-phosphocholine,C50H100NO8P
LMGP01010826,1-octadecanoyl-2-(15Z-tetracosenoyl)-sn-glycero-3-phosphocholine,C50H98NO8P
LMGP01010827,1-octadecanoyl-2-pentacosanoyl-sn-glycero-3-phosphocholine,C51H102NO8P
LMGP01010828,1-octadecanoyl-2-hexacosanoyl-sn-glycero-3-phosphocholine,C52H104NO8P
LMGP01010829,1-octadecanoyl-2-propionyl-sn-glycero-3-phosphocholine,C29H58NO8P
LMGP01010830,1-octadecanoyl-2-(2E-propionyl)-sn-glycero-3-phosphocholine,C29H56NO8P
LMGP01010831,1-octadecanoyl-2-butyryl-sn-glycero-3-phosphocholine,C30H60NO8P
LMGP01010832,1-octadecanoyl-2-hexanoyl-sn-glycero-3-phosphocholine,C32H64NO8P
LMGP01010833,1-octadecanoyl-2-octanoyl-sn-glycero-3-phosphocholine,C34H68NO8P
LMGP01010834,1-octadecanoyl-2-nonanoyl-sn-glycero-3-phosphocholine,C35H70NO8P
LMGP01010835,1-(10E-octadecenoyl)-2-(10E-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010836,1_2-di-(10Z-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010837,1_2-di-(11E-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010838,1-(11E-octadecenoyl)-2-(11E-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010839,1-(11E-octadecenoyl)-2-docosanoyl-sn-glycero-3-phosphocholine,C48H94NO8P
LMGP01010840,1-(11Z-octadecenoyl)-2-octadecanoyl-sn-glycero-3-phosphocholine,C44H86NO8P
LMGP01010841,1_2-di-(11Z-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010842,1-(11Z-octadecenoyl)-2-(11Z-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010843,1-(11Z-octadecenoyl)-2-(13Z-eicosenoyl)-sn-glycero-3-phosphocholine,C46H88NO8P
LMGP01010844,1-(11Z-octadecenoyl)-2-(5Z_8Z_11Z_14Z_17Z-eicosapentaenoyl)-sn-glycero-3-phosphocholine,C46H80NO8P
LMGP01010845,1-(11Z-octadecenoyl)-2-docosanoyl-sn-glycero-3-phosphocholine,C48H94NO8P
LMGP01010846,1-(11Z-octadecenoyl)-2-(7Z_10Z_13Z_16Z_19Z-docosapentaenoyl)-sn-glycero-3-phosphocholine,C48H84NO8P
LMGP01010847,1-(11Z-octadecenoyl)-2-(4Z_7Z_10Z_13Z_16Z_19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine,C48H82NO8P
LMGP01010848,1-(12E-octadecenoyl)-2-(12E-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010849,1_2-di-(12Z-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010850,1-(13E-octadecenoyl)-2-(13E-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010851,1_2-di-(13Z-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010852,1-(14E-octadecenoyl)-2-(14E-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010853,1_2-di-(14Z-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010854,1-(15E-octadecenoyl)-2-(15E-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010855,1_2-di-(15Z-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010856,1-(16E-octadecenoyl)-2-(16E-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010857,1_2-di-(16Z-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010858,1_2-di-(17Z-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010859,1-(2E-octadecenoyl)-2-(2E-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010860,1_2-di-(2Z-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010861,1-(3E-octadecenoyl)-2-(3E-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010862,1_2-di-(3Z-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010863,1-(4E-octadecenoyl)-2-(4E-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010864,1-(5E-octadecenoyl)-2-(5E-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010865,1_2-di-(5Z-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010866,1_2-di-(6E-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010867,1-(6E-octadecenoyl)-2-(6E-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010868,1_2-di-(6Z-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010869,1-(6Z-octadecenoyl)-2-(6Z-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010870,1-(7E-octadecenoyl)-2-(7E-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010871,1_2-di-(7Z-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010872,1-(8E-octadecenoyl)-2-(8E-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010873,1_2-di-(8Z-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010874,1-(9E-octadecenoyl)-2-hexadecanoyl-sn-glycero-3-phosphocholine,C42H82NO8P
LMGP01010875,1-(9E-octadecenoyl)-2-octadecanoyl-sn-glycero-3-phosphocholine,C44H86NO8P
LMGP01010876,1_2-di-(9E-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010877,1-(9E-octadecenoyl)-2-(9E-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010878,1-(9E-octadecenoyl)-2-acetyl-sn-glycero-3-phosphocholine,C28H54NO8P
LMGP01010879,1-(9E-octadecenoyl)-2-eicosanoyl-sn-glycero-3-phosphocholine,C46H90NO8P
LMGP01010880,1-(9E-octadecenoyl)-2-eicosanoyl-sn-glycero-3-phosphocholine,C46H90NO8P
LMGP01010881,1-(9E-octadecenoyl)-2-docosanoyl-sn-glycero-3-phosphocholine,C48H94NO8P
LMGP01010882,1-(9Z-octadecenoyl)-2-tetradecanoyl-sn-glycero-3-phosphocholine,C40H78NO8P
LMGP01010883,1-(9Z-octadecenoyl)-2-tetradecanoyl-sn-glycero-3-phosphocholine,C40H78NO8P
LMGP01010884,1-(9Z-octadecenoyl)-2-hexadecanoyl-sn-glycero-3-phosphocholine,C42H82NO8P
LMGP01010885,1-(9Z-octadecenoyl)-2-hexadecanoyl-sn-glycero-3-phosphocholine,C42H82NO8P
LMGP01010886,1-(9Z-octadecenoyl)-2-(3E-hexadecenoyl)-sn-glycero-3-phosphocholine,C42H80NO8P
LMGP01010887,1-(9Z-octadecenoyl)-2-(9Z-hexadecenoyl)-sn-glycero-3-phosphocholine,C42H80NO8P
LMGP01010888,1-(9Z-octadecenoyl)-2-octadecanoyl-sn-glycero-3-phosphocholine,C44H86NO8P
LMGP01010889,1-(9Z-octadecenoyl)-2-octadecanoyl-sn-glycero-3-phosphocholine,C44H86NO8P
LMGP01010890,1_2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010891,2_3-di-(9Z-octadecenoyl)-sn-glycero-1-phosphocholine,C44H84NO8P
LMGP01010892,1-(9Z-octadecenoyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010893,1-(9Z-octadecenoyl)-2-(6Z_9Z-octadecadienoyl)-sn-glycero-3-phosphocholine,C44H82NO8P
LMGP01010894,1-(9Z-octadecenoyl)-2-(6Z_9Z-octadecadienoyl)-sn-glycero-3-phosphocholine,C44H82NO8P
LMGP01010895,1-(9Z-octadecenoyl)-2-(9Z_12Z-octadecadienoyl)-sn-glycero-3-phosphocholine,C44H82NO8P
LMGP01010896,1-(9Z-octadecenoyl)-2-(9Z_12Z-octadecadienoyl)-sn-glycero-3-phosphocholine,C44H82NO8P
LMGP01010897,1-(9Z-octadecenoyl)-2-(6Z_9Z_12Z-octadecatrienoyl)-sn-glycero-3-phosphocholine,C44H80NO8P
LMGP01010898,1-(9Z-octadecenoyl)-2-(9Z_12Z_15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine,C44H80NO8P
LMGP01010899,1-(9Z-octadecenoyl)-2-(9Z_12Z_15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine,C44H80NO8P
LMGP01010900,1-(9Z-octadecenoyl)-2-acetyl-sn-glycero-3-phosphocholine,C28H54NO8P
LMGP01010901,1-(9Z-octadecenoyl)-2-acetyl-sn-glycero-3-phosphocholine,C28H54NO8P
LMGP01010902,1-(9Z-octadecenoyl)-2-eicosanoyl-sn-glycero-3-phosphocholine,C46H90NO8P
LMGP01010903,1-(9Z-octadecenoyl)-2-eicosanoyl-sn-glycero-3-phosphocholine,C46H90NO8P
LMGP01010904,1-(9Z-octadecenoyl)-2-(5Z_8Z_11Z-eicosatrienoyl)-sn-glycero-3-phosphocholine,C46H84NO8P
LMGP01010905,1-(9Z-octadecenoyl)-2-(5Z_8Z_11Z_14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine,C46H82NO8P
LMGP01010906,1-(9Z-octadecenoyl)-2-(5Z_8Z_11Z_14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine,C46H82NO8P
LMGP01010907,1-(9Z-octadecenoyl)-2-(5Z_8Z_11Z_14Z_17Z-eicosapentaenoyl)-sn-glycero-3-phosphocholine,C46H80NO8P
LMGP01010908,1-(9Z-octadecenoyl)-2-(5Z_8Z_11Z_14Z_17Z-eicosapentaenoyl)-sn-glycero-3-phosphocholine,C46H80NO8P
LMGP01010909,1-(9Z-octadecenoyl)-2-docosanoyl-sn-glycero-3-phosphocholine,C48H94NO8P
LMGP01010910,1-(9Z-octadecenoyl)-2-docosanoyl-sn-glycero-3-phosphocholine,C48H94NO8P
LMGP01010911,1-(9Z-octadecenoyl)-2-(7Z_10Z_13Z_16Z-docosatetraenoyl)-sn-glycero-3-phosphocholine,C48H86NO8P
LMGP01010912,1-(9Z-octadecenoyl)-2-(7Z_10Z_13Z_16Z_19Z-docosapentaenoyl)-sn-glycero-3-phosphocholine,C48H84NO8P
LMGP01010913,1-(9Z-octadecenoyl)-2-(4Z_7Z_10Z_13Z_16Z_19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine,C48H82NO8P
LMGP01010914,1-(9Z-octadecenoyl)-2-(4Z_7Z_10Z_13Z_16Z_19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine,C48H82NO8P
LMGP01010915,1-(9Z-octadecenoyl)-2-tetracosanoyl-sn-glycero-3-phosphocholine,C50H98NO8P
LMGP01010916,1-(9Z-octadecenoyl)-2-butyryl-sn-glycero-3-phosphocholine,C30H58NO8P
LMGP01010917,1-(9Z-octadecenoyl)-2-butyryl-sn-glycero-3-phosphocholine,C30H58NO8P
LMGP01010918,1-(15E_17E-octadecadienoyl)-2-(15E_17E-octadecadienoyl)-sn-glycero-3-phosphocholine,C44H80NO8P
LMGP01010919,2-(2E_4E-octadecadienoyl)-3-(2E-octadecadienoyl)-sn-glycero-1-phosphocholine,C44H80NO8P
LMGP01010920,1-(2E_4E-octadecadienoyl)-2-hexadecanoyl-sn-glycero-3-phosphocholine,C42H80NO8P
LMGP01010921,1_2-di-(2E_4E-octadecadienoyl)-sn-glycero-3-phosphocholine,C44H80NO8P
LMGP01010922,2_3-di-(2E_4E-octadecadienoyl)-sn-glycero-1-phosphocholine,C44H80NO8P
LMGP01010923,1-(2E_4E-octadecadienoyl)-2-(2E_4E-octadecadienoyl)-sn-glycero-3-phosphocholine,C44H80NO8P
LMGP01010924,1_2-di-(2Z_4Z-octadecadienoyl)-sn-glycero-3-phosphocholine,C44H80NO8P
LMGP01010925,1-(5Z_9Z-octadecadienoyl)-2-(5Z_9Z-octadecadienoyl)-sn-glycero-3-phosphocholine,C44H80NO8P
LMGP01010926,1-(6Z_9Z-octadecadienoyl)-2-hexadecanoyl-sn-glycero-3-phosphocholine,C42H80NO8P
LMGP01010927,1_2-di-(6Z_9Z-octadecadienoyl)-sn-glycero-3-phosphocholine,C44H80NO8P
LMGP01010928,1-(6Z_9Z-octadecadienoyl)-2-(6Z_9Z-octadecadienoyl)-sn-glycero-3-phosphocholine,C44H80NO8P
LMGP01010929,1-(9E_12Z-octadecadienoyl)-2-(9E_12Z-octadecadienoyl)-sn-glycero-3-phosphocholine,C44H80NO8P
LMGP01010930,1_2-di-(9Z_11Z-octadecadienoyl)-sn-glycero-3-phosphocholine,C44H80NO8P
LMGP01010931,1-(9Z_12E-octadecadienoyl)-2-(9Z_11E-heptadecadienoyl)-sn-glycero-3-phosphocholine,C43H78NO8P
LMGP01010932,1-(9Z_12Z-octadecadienoyl)-2-hexadecanoyl-sn-glycero-3-phosphocholine,C42H80NO8P
LMGP01010933,1-(9Z_12Z-octadecadienoyl)-2-hexadecanoyl-sn-glycero-3-phosphocholine,C42H80NO8P
LMGP01010934,1-(9Z_12Z-octadecadienoyl)-2-(5Z_8Z-hexadecadienoyl)-sn-glycero-3-phosphocholine,C42H76NO8P
LMGP01010935,1-(9Z_12Z-octadecadienoyl)-2-octadecanoyl-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010936,1-(9Z_12Z-octadecadienoyl)-2-octadecanoyl-sn-glycero-3-phosphocholine,C44H84NO8P
LMGP01010937,1_2-di-(9Z_12Z-octadecadienoyl)-sn-glycero-3-phosphocholine,C44H80NO8P
LMGP01010938,2_3-di-(9Z_12Z-octadecadienoyl)-sn-glycero-1-phosphocholine,C44H80NO8P
LMGP01010939,1-(9Z_12Z-octadecadienoyl)-2-(9Z_12Z-octadecadienoyl)-sn-glycero-3-phosphocholine,C44H80NO8P
LMGP01010940,1-(9Z_12Z-octadecadienoyl)-2-acetyl-sn-glycero-3-phosphocholine,C28H52NO8P
LMGP01010941,1-(9Z_12Z-octadecadienoyl)-2-eicosanoyl-sn-glycero-3-phosphocholine,C46H88NO8P
LMGP01010942,1-(9Z_12Z-octadecadienoyl)-2-(13Z-eicosenoyl)-sn-glycero-3-phosphocholine,C46H86NO8P
LMGP01010943,1-(9Z_12Z-octadecadienoyl)-2-(5Z_8Z_11Z_14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine,C46H80NO8P
LMGP01010944,1-(9Z_12Z-octadecadienoyl)-2-(5Z_8Z_11Z_14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine,C46H80NO8P
LMGP01010945,1-(9Z_12Z-octadecadienoyl)-2-(5Z_8Z_11Z_14Z_17Z-eicosapentaenoyl)-sn-glycero-3-phosphocholine,C46H78NO8P
LMGP01010946,1-(9Z_12Z-octadecadienoyl)-2-(4Z_7Z_10Z_13Z_16Z-docosapentaenoyl)-sn-glycero-3-phosphocholine,C48H82NO8P
LMGP01010947,1-(9Z_12Z-octadecadienoyl)-2-(4Z_7Z_10Z_13Z_16Z_19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine,C48H80NO8P
LMGP01010948,1-(9Z_12Z-octadecadienoyl)-2-(4Z_7Z_10Z_13Z_16Z_19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine,C48H80NO8P
LMGP01010949,1-(6Z_9Z_12Z-octadecatrienoyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine,C44H80NO8P
LMGP01010950,1-(6Z_9Z_12Z-octadecatrienoyl)-2-(6Z_9Z_12Z-octadecatrienoyl)-sn-glycero-3-phosphocholine,C44H76NO8P
LMGP01010951,1-(8E_10E_12E-octadecatrienoyl)-2-(8E_10E_12E-octadecatrienoyl)-sn-glycero-3-phosphocholine,C44H76NO8P
LMGP01010952,1_2-di-(9E_11E_13E-octadecatrienoyl)-sn-glycero-3-phosphocholine,C44H76NO8P
LMGP01010953,1-(9E_11E_13E-octadecatrienoyl)-2-(9E_11E_13E-octadecatrienoyl)-sn-glycero-3-phosphocholine,C44H76NO8P
LMGP01010954,1_2-di-(9Z_11E_13E-octadecatrienoyl)-sn-glycero-3-phosphocholine,C44H76NO8P
LMGP01010955,1-(9Z_12Z_15Z-octadecatrienoyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine,C44H80NO8P
LMGP01010956,1_2-di-(9Z_12Z_15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine,C44H76NO8P
